blind_id,condition,run,candidate,layer,sv_rank_1based,singular_value,tail_selectivity_score,layer_bar,excess_over_bar,selected_tail_polarity,stable_excess_kurtosis,doc_count_z5_selected,doc_count_z5_opposite,lexical_concentration
7bbfbf34,random,scan_rand_r0,L14_SV34,14,34,2.892286539077759,1.0707371366983527,0.621645124423286,0.4490920122750667,positive,1.363278725221254,360.0,2.0,0.25
14cec027,random,scan_rand_r0,L12_SV52,12,52,3.8017985820770264,0.9697529228217902,0.5494801501856682,0.42027277263612195,positive,1.0553880248962297,319.0,0.0,0.15625
bffb0cb2,random,scan_rand_r0,L12_SV62,12,62,5.175905704498291,0.9630346661871155,0.5494801501856682,0.4135545160014473,negative,0.8689501064586631,286.0,0.0,0.21875
9d8b0cae,random,scan_rand_r0,L12_SV41,12,41,3.0041322708129883,0.8080856402393378,0.5494801501856682,0.2586054900536696,positive,0.6988422810607551,224.0,0.0,0.15625
68594b89,random,scan_rand_r0,L12_SV21,12,21,3.5509684085845947,0.7716211033144534,0.5494801501856682,0.22214095312878523,positive,0.6285857752192925,220.0,0.0,0.203125
acabe9dc,random,scan_rand_r0,L06_SV40,6,40,13.997007369995117,0.8671231027796177,0.6501263863621499,0.21699671641746776,negative,0.7114769172584889,126.0,3.0,0.421875
fc164ba0,random,scan_rand_r0,L12_SV24,12,24,3.2843170166015625,0.7095208786580613,0.5494801501856682,0.16004072847239315,negative,0.39994467727691463,99.0,1.0,0.1875
ecf5ee17,random,scan_rand_r0,L10_SV50,10,50,2.9158971309661865,0.7623809309242132,0.6090163392072401,0.15336459171697314,positive,0.5726999809583213,152.0,3.0,0.15625
870383c7,random,scan_rand_r0,L19_SV14,19,14,2.4258666038513184,0.8770992973925813,0.7553653379454546,0.12173395944712673,positive,0.9086544572084452,90.0,3.0,0.5625
b2b12a49,random,scan_rand_r0,L12_SV22,12,22,2.944748878479004,0.6593016674178098,0.5494801501856682,0.10982151723214162,positive,0.4238303630652607,72.0,4.0,0.21875
80c9f00d,random,scan_rand_r0,L12_SV04,12,4,3.058422088623047,0.6575082474213064,0.5494801501856682,0.10802809723563822,negative,0.3715585323059454,73.0,0.0,0.15625
8985d859,random,scan_rand_r0,L12_SV10,12,10,3.0886852741241455,0.6442866678864202,0.5494801501856682,0.09480651770075199,positive,0.3006663443120745,33.0,1.0,0.15625
027139b2,random,scan_rand_r0,L14_SV28,14,28,3.7797348499298096,0.6925040002117742,0.621645124423286,0.07085887578848815,positive,0.3819524478544092,60.0,0.0,0.1875
